Datetime,Adj Close
2022-04-17 10:36:00+00:00,0.047542642802000046
2022-04-17 10:37:00+00:00,0.047549132257699966
2022-04-17 10:38:00+00:00,0.04755258932709694
2022-04-17 10:39:00+00:00,0.047551125288009644
2022-04-17 10:40:00+00:00,0.047534842044115067
2022-04-17 10:41:00+00:00,0.047533463686704636
2022-04-17 10:44:00+00:00,0.04749381169676781
2022-04-17 10:47:00+00:00,0.04745853319764137
2022-04-17 10:48:00+00:00,0.047456465661525726
2022-04-17 10:49:00+00:00,0.04743753373622894
2022-04-17 10:50:00+00:00,0.04742608964443207
2022-04-17 10:51:00+00:00,0.04742417484521866
2022-04-17 10:52:00+00:00,0.04739857465028763
2022-04-17 10:53:00+00:00,0.04740418121218681
2022-04-17 10:54:00+00:00,0.047414153814315796
2022-04-17 10:56:00+00:00,0.04745376482605934
2022-04-17 10:57:00+00:00,0.047449495643377304
2022-04-17 10:58:00+00:00,0.04741693288087845
2022-04-17 10:59:00+00:00,0.047403138130903244
2022-04-17 11:00:00+00:00,0.04741661623120308
2022-04-17 11:01:00+00:00,0.04741586744785309
2022-04-17 11:02:00+00:00,0.04743104428052902
2022-04-17 11:03:00+00:00,0.04743567481637001
2022-04-17 11:04:00+00:00,0.04752544313669205
2022-04-17 11:05:00+00:00,0.04752742126584053
2022-04-17 11:06:00+00:00,0.04751652479171753
2022-04-17 11:07:00+00:00,0.04748532548546791
2022-04-17 11:08:00+00:00,0.04748700186610222
2022-04-17 11:09:00+00:00,0.047486353665590286
2022-04-17 11:10:00+00:00,0.047475870698690414
2022-04-17 11:11:00+00:00,0.04747478663921356
2022-04-17 11:12:00+00:00,0.04747913405299187
2022-04-17 11:13:00+00:00,0.0474696047604084
2022-04-17 11:14:00+00:00,0.0474679060280323
2022-04-17 11:15:00+00:00,0.047465384006500244
2022-04-17 11:16:00+00:00,0.04744661971926689
2022-04-17 11:17:00+00:00,0.04744637757539749
2022-04-17 11:18:00+00:00,0.04743798449635506
2022-04-17 11:19:00+00:00,0.047398488968610764
2022-04-17 11:20:00+00:00,0.047385673969984055
2022-04-17 11:21:00+00:00,0.047378405928611755
2022-04-17 11:22:00+00:00,0.04737820848822594
2022-04-17 11:23:00+00:00,0.047372154891490936
2022-04-17 11:24:00+00:00,0.04737021401524544
2022-04-17 11:25:00+00:00,0.04734403267502785
2022-04-17 11:26:00+00:00,0.047344792634248734
2022-04-17 11:27:00+00:00,0.04735211655497551
2022-04-17 11:28:00+00:00,0.047386523336172104
2022-04-17 11:29:00+00:00,0.04739254713058472
2022-04-17 11:30:00+00:00,0.04739217832684517
2022-04-17 11:31:00+00:00,0.04738106578588486
2022-04-17 11:33:00+00:00,0.04740121588110924
2022-04-17 11:34:00+00:00,0.047513075172901154
2022-04-17 11:35:00+00:00,0.047523584216833115
2022-04-17 11:36:00+00:00,0.047522030770778656
2022-04-17 11:37:00+00:00,0.047515179961919785
2022-04-17 11:38:00+00:00,0.047508321702480316
2022-04-17 11:39:00+00:00,0.0475141704082489
2022-04-17 11:41:00+00:00,0.04751106724143028
2022-04-17 11:42:00+00:00,0.047517161816358566
2022-04-17 11:43:00+00:00,0.04756423830986023
2022-04-17 11:44:00+00:00,0.04756951332092285
2022-04-17 11:45:00+00:00,0.04756585508584976
2022-04-17 11:46:00+00:00,0.047545842826366425
2022-04-17 11:47:00+00:00,0.047543708235025406
2022-04-17 11:49:00+00:00,0.04751528054475784
2022-04-17 11:50:00+00:00,0.04750801995396614
2022-04-17 11:51:00+00:00,0.04750575125217438
2022-04-17 11:52:00+00:00,0.04746050015091896
2022-04-17 11:53:00+00:00,0.04745984077453613
2022-04-17 11:54:00+00:00,0.047463513910770416
2022-04-17 11:55:00+00:00,0.04745788127183914
2022-04-17 11:56:00+00:00,0.047452669590711594
2022-04-17 11:57:00+00:00,0.047455716878175735
2022-04-17 11:59:00+00:00,0.04745636507868767
2022-04-17 12:01:00+00:00,0.04751482233405113
2022-04-17 12:02:58+00:00,0.04752368479967117
